Format Version,1.23,Take Name,Take 2022-01-13 01.14.23 PM,Take Notes,,Capture Frame Rate,20.000000,Export Frame Rate,20.000000,Capture Start Time,2022-01-13 01.14.24.431 ,Capture Start Frame,387744,Total Frames in Take,1228,Total Exported Frames,1228,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211
,ID,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
537,26.850000,-0.003508,0.066000,0.054130,-0.996344,-419.108215,1611.896484,2178.902832
538,26.900000,-0.001607,0.062746,0.076268,-0.995110,-419.109802,1612.972412,2179.135254
539,26.950000,0.002086,0.056068,0.103585,-0.993037,-418.743500,1613.835693,2178.766846
540,27.000000,0.003039,0.048111,0.129554,-0.990400,-417.726837,1614.439087,2178.033447
541,27.050000,-0.008826,0.047354,0.144882,-0.988276,-415.377838,1614.849609,2177.101807
542,27.100000,-0.006201,0.042913,0.176651,-0.983318,-412.910370,1612.932861,2176.042480
543,27.150000,-0.009571,0.037872,0.197907,-0.979442,-409.869049,1611.742798,2175.125244
544,27.200000,-0.010930,0.034319,0.220362,-0.974753,-406.896057,1610.239136,2174.461914
545,27.250000,-0.018749,0.034044,0.236772,-0.970788,-404.500519,1609.369141,2173.899170
546,27.300000,-0.023600,0.029327,0.260230,-0.964813,-403.061066,1609.455566,2173.105713
547,27.350000,-0.032138,0.025999,0.278784,-0.959464,-402.631287,1609.642334,2171.844727
548,27.400000,-0.039424,0.023247,0.298611,-0.953277,-402.259521,1610.413208,2170.878418
549,27.450000,-0.045172,0.023997,0.315273,-0.947621,-401.671722,1612.312012,2169.918457
550,27.500000,-0.050572,0.021294,0.340010,-0.938820,-400.510071,1613.375488,2169.404053
551,27.550000,-0.047789,0.017892,0.366855,-0.928877,-399.558136,1613.687500,2168.915527
552,27.600000,-0.051043,0.020686,0.384300,-0.921564,-398.620850,1614.099854,2168.670898
553,27.650000,-0.055854,0.021195,0.400478,-0.914357,-398.170227,1613.816162,2168.434814
554,27.700000,-0.056812,0.019429,0.422261,-0.904484,-398.560577,1613.307495,2168.299805
555,27.750000,-0.056728,0.016090,0.439385,-0.896361,-398.608063,1614.017700,2168.243164
556,27.800000,-0.064434,0.016283,0.453191,-0.888933,-399.598297,1613.706909,2168.277344
557,27.850000,-0.064570,0.016577,0.469889,-0.880205,-400.298035,1612.655640,2168.218018
558,27.900000,-0.057774,0.014200,0.490802,-0.869238,-401.274017,1611.185669,2167.889648
559,27.950000,-0.065149,0.019081,0.506170,-0.859758,-400.820251,1610.270020,2168.265137
560,28.000000,-0.073609,0.027697,0.527277,-0.846046,-399.734192,1609.433472,2169.365967
561,28.050000,-0.078105,0.024101,0.555604,-0.827420,-400.684692,1608.858032,2170.130615
562,28.100000,-0.084734,0.016179,0.574680,-0.813819,-402.804138,1610.769043,2170.589355
563,28.150000,-0.090673,0.005257,0.586251,-0.805022,-405.043945,1613.222534,2170.850830
564,28.200000,-0.091662,-0.007050,0.594332,-0.798948,-406.605286,1615.878540,2170.863770
565,28.250000,-0.090490,-0.014107,0.606538,-0.789762,-409.500153,1617.402588,2170.679932
566,28.300000,-0.088148,-0.016468,0.623725,-0.776483,-411.687592,1616.868652,2169.918213
567,28.350000,-0.078242,-0.016613,0.640902,-0.763444,-412.239502,1613.370239,2167.660889
568,28.400000,-0.074895,-0.006020,0.655642,-0.751324,-412.351959,1610.348877,2166.923828
569,28.450000,-0.067552,-0.003490,0.666869,-0.742099,-410.232758,1608.365234,2165.770996
570,28.500000,-0.058003,-0.006766,0.681975,-0.729040,-409.812012,1606.407227,2164.459473
571,28.550000,-0.054931,-0.003558,0.691582,-0.720197,-409.238861,1604.680664,2163.236084
572,28.600000,-0.052873,0.000986,0.703026,-0.709195,-408.759674,1603.220215,2162.284668
573,28.650000,-0.052690,0.004417,0.711736,-0.700455,-406.604858,1602.313477,2161.917236
574,28.700000,-0.057344,0.008484,0.721526,-0.689956,-405.183594,1601.560425,2161.681396
575,28.750000,-0.052362,0.000058,0.732871,-0.678350,-402.781372,1600.787964,2160.949951
576,28.800000,-0.048658,-0.005890,0.747675,-0.662254,-402.063385,1599.561890,2160.354248
577,28.850000,-0.047828,-0.008111,0.761882,-0.645897,-401.241760,1597.032593,2160.702637
578,28.900000,-0.047001,-0.004064,0.776334,-0.628553,-400.188354,1593.303589,2162.572998
579,28.950000,-0.046780,-0.000372,0.787535,-0.614491,-398.231018,1590.089844,2164.249756
580,29.000000,-0.044284,0.004266,0.800719,-0.597385,-396.198853,1585.081543,2166.168213
581,29.050000,-0.043585,0.009977,0.807822,-0.587728,-393.309418,1581.882202,2168.237305
582,29.100000,-0.045753,0.014003,0.812590,-0.580868,-390.576691,1579.150269,2170.131348
583,29.150000,-0.048129,0.011566,0.821796,-0.567628,-387.438232,1576.785156,2172.178223
584,29.200000,-0.051610,0.012482,0.830448,-0.554560,-384.525085,1574.364746,2174.280762
585,29.250000,-0.056996,0.016465,0.837274,-0.543556,-381.222473,1572.126343,2176.092529
586,29.300000,-0.057979,0.021188,0.843550,-0.533491,-378.530762,1569.222046,2177.140625
587,29.350000,-0.057166,0.025166,0.848422,-0.525622,-375.938568,1566.944702,2178.115479
588,29.400000,-0.056786,0.026452,0.851628,-0.520389,-372.938232,1564.989868,2178.854736
589,29.450000,-0.053802,0.021557,0.857100,-0.511879,-370.804108,1563.278320,2179.906494
590,29.500000,-0.053411,0.020108,0.857147,-0.511900,-369.820404,1562.046387,2182.113525
591,29.550000,-0.052940,0.020494,0.860068,-0.507011,-368.840454,1559.520264,2185.496826
592,29.600000,-0.055425,0.015044,0.868522,-0.492313,-366.690552,1557.337524,2189.441895
593,29.650000,-0.057888,0.023069,0.870604,-0.488022,-362.704590,1554.752563,2193.515625
594,29.700000,-0.056038,0.035023,0.874404,-0.480678,-359.117584,1551.694580,2194.880859
595,29.750000,-0.047208,0.041228,0.877911,-0.474704,-358.258789,1547.630371,2193.379150
596,29.800000,-0.039469,0.040064,0.882980,-0.466029,-358.581818,1544.437256,2190.513184
597,29.850000,-0.035768,0.030000,0.891444,-0.450720,-359.751190,1542.289429,2186.220215
598,29.900000,-0.023202,0.019835,0.895682,-0.443647,-362.030426,1541.284546,2180.792969
599,29.950000,-0.017410,0.011690,0.903967,-0.427089,-364.716095,1539.873535,2175.328369
600,30.000000,-0.010023,-0.001208,0.912589,-0.408753,-367.042725,1539.119141,2169.862305
601,30.050000,-0.024503,0.002549,0.919587,-0.392112,-371.369659,1538.674316,2165.094482
602,30.100000,-0.037967,-0.004668,0.925238,-0.377454,-373.384796,1539.032837,2162.220703
603,30.150000,-0.035969,-0.011874,0.930670,-0.363893,-373.120758,1538.311401,2161.767822
604,30.200000,-0.025930,-0.006239,0.933142,-0.358517,-372.437042,1538.175293,2159.654297
605,30.250000,-0.016502,-0.010422,0.936439,-0.350289,-373.948639,1536.178345,2157.780273
606,30.300000,-0.014215,-0.007218,0.937693,-0.347099,-376.150391,1534.255615,2155.997803
607,30.350000,-0.009993,-0.007384,0.938567,-0.344873,-377.195587,1533.192993,2155.092041
608,30.400000,-0.012550,-0.016512,0.940761,-0.338435,-377.738678,1534.635986,2155.047607
609,30.450000,-0.018440,-0.017121,0.942349,-0.333683,-379.628906,1533.053589,2155.540527
610,30.500000,-0.016580,-0.012258,0.946105,-0.323204,-380.026093,1532.383423,2155.951904
611,30.550000,-0.009880,-0.008369,0.949800,-0.312589,-380.032776,1531.628662,2157.267822
612,30.600000,-0.005531,-0.005452,0.951750,-0.306775,-380.253357,1531.971191,2157.873535
613,30.650000,-0.006980,-0.009308,0.952547,-0.304169,-380.868561,1531.342407,2157.663818
614,30.700000,-0.003977,-0.010295,0.953152,-0.302291,-380.976410,1531.750732,2157.998291
615,30.750000,-0.012735,-0.002703,0.952789,-0.303353,-384.293671,1532.790894,2155.637695
616,30.800000,0.000686,-0.024732,0.955213,-0.294883,-385.261017,1533.806152,2155.938965
617,30.850000,0.001618,-0.039327,0.956838,-0.287945,-387.025513,1533.078125,2155.872803
618,30.900000,-0.007887,-0.035218,0.962712,-0.268109,-390.501343,1533.235718,2154.989258
619,30.950000,-0.020004,-0.027695,0.971687,-0.233789,-395.508667,1533.058228,2154.981689
620,31.000000,-0.026166,-0.020812,0.977735,-0.207165,-401.430786,1531.193726,2155.323486
621,31.050000,-0.030725,-0.034699,0.977483,-0.205860,-402.992981,1531.299805,2157.271240
622,31.100000,-0.028117,-0.039441,0.978682,-0.199587,-404.402802,1532.908691,2156.697510
623,31.150000,-0.026977,-0.033450,0.980730,-0.190585,-408.111511,1535.985840,2157.151123
624,31.200000,-0.026865,-0.028574,0.986437,-0.159383,-410.652161,1538.387085,2156.485840
625,31.250000,-0.013547,-0.042225,0.991781,-0.120018,-411.916321,1539.816162,2156.128418
626,31.300000,-0.000209,-0.070819,0.989798,-0.123631,-411.538971,1540.458008,2156.278076
627,31.350000,-0.005288,-0.044426,0.988608,-0.143710,-412.979401,1542.807495,2154.678955
628,31.400000,-0.012929,-0.045773,0.989450,-0.136841,-416.335327,1542.076660,2155.631592
629,31.450000,-0.016418,-0.042245,0.993426,-0.105119,-419.198212,1541.312012,2154.149902
630,31.500000,-0.019926,-0.036349,0.994880,-0.092168,-423.128784,1539.381348,2152.557617
631,31.550000,-0.031675,-0.041631,0.994016,-0.095892,-425.819244,1538.281494,2149.722412
632,31.600000,-0.043422,-0.032983,0.994355,-0.091023,-430.417999,1537.864746,2147.197510
633,31.650000,-0.057651,-0.024387,0.995582,-0.069984,-436.751556,1537.249878,2145.530762
634,31.700000,-0.063425,-0.028631,0.996426,-0.047882,-442.017944,1537.759155,2144.855957
635,31.750000,-0.070501,-0.030932,0.996637,-0.028061,-446.055847,1536.108154,2144.127197
636,31.800000,-0.077303,-0.050207,0.995741,0.001649,-449.565399,1537.075928,2145.012695
637,31.850000,-0.068706,-0.042580,0.996727,-0.001298,-454.048279,1539.478027,2143.942627
638,31.900000,-0.059755,-0.018399,0.998004,-0.008894,-455.144897,1542.419922,2141.967285
639,31.950000,-0.051134,-0.014426,0.998587,-0.001111,-457.033417,1544.239258,2142.507324
640,32.000000,-0.040995,-0.013527,0.999067,-0.001361,-461.433350,1543.171631,2143.754395
641,32.050000,-0.038204,-0.025075,0.998955,-0.000236,-462.474426,1545.105225,2141.796631
642,32.100000,-0.039343,-0.033087,0.998675,0.002496,-462.187500,1546.031616,2139.767578
643,32.150000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
644,32.200000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
645,32.250000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
646,32.300000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
647,32.350000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
648,32.400000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
649,32.450000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
650,32.500000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
651,32.550000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
652,32.600000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
653,32.650000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
654,32.700000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
655,32.750000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
656,32.800000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
657,32.850000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
658,32.900000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
659,32.950000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
660,33.000000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
661,33.050000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
662,33.100000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
663,33.150000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
664,33.200000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
665,33.250000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
666,33.300000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
667,33.350000,-0.039994,-0.039360,0.998413,0.004871,-462.187866,1546.721313,2138.216797
668,33.400000,-0.002286,-0.003073,0.836422,0.548073,-490.828949,1566.557007,2148.091553
669,33.450000,0.000461,-0.003724,0.824713,0.565539,-491.370789,1568.359009,2147.821045
670,33.500000,-0.003080,-0.008323,0.812884,0.582359,-491.914001,1569.493042,2147.097656
671,33.550000,-0.002376,-0.003532,0.806423,0.591324,-492.859863,1570.686279,2146.070312
672,33.600000,-0.004005,-0.002624,0.795761,0.605592,-494.063904,1572.976196,2145.041992
673,33.650000,0.007838,0.001863,0.784399,0.620204,-495.046509,1576.438965,2144.552979
674,33.700000,0.008562,-0.005161,0.760346,0.649441,-496.910614,1579.117432,2144.483154
675,33.750000,-0.000722,-0.008069,0.747405,0.664319,-496.854919,1578.902100,2143.996094
676,33.800000,-0.007938,-0.010103,0.739189,0.673375,-497.191437,1578.125122,2143.120850
677,33.850000,-0.013847,-0.010429,0.736219,0.676521,-497.737183,1578.474487,2142.340576
678,33.900000,-0.012660,-0.007207,0.732540,0.680568,-498.532928,1580.923096,2142.106689
679,33.950000,-0.008616,-0.009266,0.721825,0.691960,-498.553406,1582.998779,2141.606201
680,34.000000,-0.002637,-0.004906,0.708720,0.705468,-498.316315,1586.632690,2141.975098
681,34.050000,-0.006122,-0.004365,0.689386,0.724356,-497.676788,1589.234131,2141.738037
682,34.100000,-0.008396,-0.006275,0.674633,0.738079,-495.631989,1591.537720,2141.722168
683,34.150000,-0.005499,-0.012220,0.657288,0.753521,-494.222839,1592.997559,2141.531982
684,34.200000,-0.003520,-0.016143,0.646652,0.762606,-492.289825,1593.021240,2141.036865
685,34.250000,-0.006227,-0.020688,0.636661,0.770841,-489.927032,1592.422363,2140.078857
686,34.300000,-0.009857,-0.021434,0.631517,0.775003,-488.460968,1593.034790,2140.054688
687,34.350000,-0.013566,-0.024373,0.622214,0.782350,-486.674622,1593.732544,2140.012451
688,34.400000,-0.011475,-0.028484,0.607282,0.793893,-485.073273,1595.176758,2139.428955
689,34.450000,-0.008903,-0.033979,0.592134,0.805074,-482.616577,1596.940796,2138.573975
690,34.500000,-0.005097,-0.037250,0.569300,0.821270,-481.164642,1599.541626,2138.067383
691,34.550000,-0.003160,-0.038055,0.548309,0.835403,-479.489685,1601.637573,2138.005127
692,34.600000,-0.000914,-0.037479,0.531074,0.846496,-477.897522,1603.201538,2138.437744
693,34.650000,-0.000166,-0.036792,0.513742,0.857155,-476.121918,1603.980225,2139.210205
694,34.700000,0.006470,-0.034773,0.498750,0.866024,-475.122589,1605.095703,2139.251221
695,34.750000,0.008437,-0.032051,0.476192,0.878717,-474.482086,1607.056030,2139.607178
696,34.800000,0.006405,-0.027860,0.455115,0.889974,-474.105530,1607.748535,2139.641602
697,34.850000,0.003492,-0.025461,0.436560,0.899308,-473.917480,1607.643799,2139.470459
698,34.900000,-0.001284,-0.031443,0.419316,0.907295,-473.834045,1607.593262,2138.817383
699,34.950000,-0.004815,-0.037081,0.394813,0.918000,-474.820587,1608.467041,2137.487549
700,35.000000,-0.012038,-0.040263,0.373314,0.926753,-475.491364,1609.993408,2136.758301
701,35.050000,-0.015083,-0.040299,0.360383,0.931812,-475.771332,1610.583008,2136.324463
702,35.100000,-0.014425,-0.040246,0.352300,0.934910,-475.477600,1611.223511,2136.051025
703,35.150000,-0.016160,-0.037502,0.335574,0.941128,-473.658813,1611.823120,2136.076416
704,35.200000,-0.022281,-0.032566,0.313135,0.948889,-472.656891,1612.612671,2136.589600
705,35.250000,-0.028767,-0.032073,0.293322,0.955042,-471.504395,1612.833130,2136.490967
706,35.300000,-0.031857,-0.034387,0.280049,0.958841,-470.356934,1612.887817,2135.764404
707,35.350000,-0.034775,-0.034725,0.273215,0.960697,-469.237701,1612.662964,2135.082031
708,35.400000,-0.037532,-0.034753,0.264936,0.962908,-468.281860,1613.162842,2134.502197
709,35.450000,-0.036509,-0.032800,0.256051,0.965417,-466.904175,1613.751465,2134.388672
710,35.500000,-0.033598,-0.028324,0.243932,0.968796,-465.960938,1614.351807,2134.428467
711,35.550000,-0.031480,-0.022409,0.228916,0.972679,-465.433289,1615.254517,2134.492676
712,35.600000,-0.024411,-0.016502,0.217554,0.975603,-464.603302,1616.048340,2134.699951
713,35.650000,-0.022909,-0.012063,0.206141,0.978180,-463.780457,1616.103882,2134.472656
714,35.700000,-0.024328,-0.008884,0.196144,0.980233,-463.496002,1616.447754,2134.365967
715,35.750000,-0.025866,-0.006628,0.188786,0.981655,-462.789337,1616.286133,2134.273926
716,35.800000,-0.024898,-0.006036,0.180191,0.983298,-461.294189,1615.769165,2134.116943
717,35.850000,-0.022538,-0.007582,0.167931,0.985512,-458.930786,1614.874634,2133.731689
718,35.900000,-0.015192,-0.007650,0.160986,0.986810,-457.055206,1614.249146,2133.534668
719,35.950000,-0.013582,-0.007391,0.149965,0.988571,-455.246307,1612.408569,2132.899902
720,36.000000,-0.013329,-0.007396,0.138361,0.990265,-453.597992,1610.615479,2132.306641
721,36.050000,-0.020705,-0.008097,0.118182,0.992743,-451.787109,1608.323853,2131.610107
722,36.100000,-0.021136,-0.004801,0.100157,0.994736,-450.247986,1606.874390,2131.225586
723,36.150000,-0.018275,-0.000860,0.089044,0.995860,-448.933014,1605.724609,2131.200195
724,36.200000,-0.016528,0.000095,0.078733,0.996759,-447.116943,1604.335449,2131.245605
725,36.250000,-0.010947,0.000653,0.069373,0.997531,-444.537384,1603.445190,2131.022217
726,36.300000,-0.012871,0.003632,0.055857,0.998349,-441.728546,1602.507568,2131.014893
727,36.350000,-0.014847,0.007839,0.043804,0.998899,-438.781403,1601.751831,2131.499756
728,36.400000,-0.011864,0.010885,0.029963,0.999421,-435.616180,1601.345337,2132.208252
729,36.450000,-0.005921,0.015303,0.011071,0.999804,-432.403320,1600.999023,2133.214600
730,36.500000,0.002562,0.021921,-0.004949,0.999744,-429.426880,1601.500488,2134.837891
731,36.550000,0.003990,0.026706,-0.013685,0.999542,-427.380981,1600.766724,2136.552246
732,36.600000,0.007335,0.027826,-0.013412,0.999496,-425.752441,1600.651245,2138.005371
733,36.650000,0.012974,0.028778,-0.011849,0.999431,-424.465393,1600.631226,2138.778076
734,36.700000,0.016405,0.029456,-0.013286,0.999343,-423.366821,1600.332153,2139.029297
735,36.750000,0.007896,0.031063,-0.018626,0.999313,-422.980194,1599.696045,2137.629395
736,36.800000,-0.000987,0.032809,-0.018595,0.999288,-423.355438,1599.139404,2135.417969
737,36.850000,-0.004645,0.030018,-0.012959,0.999455,-423.878601,1599.662964,2133.592773
738,36.900000,-0.004337,0.027150,-0.003227,0.999617,-423.477051,1600.959839,2132.389648
739,36.950000,-0.003370,0.026448,0.013508,0.999553,-422.938934,1602.177124,2132.081543
740,37.000000,-0.007557,0.025546,0.034357,0.999054,-423.333252,1604.020386,2132.674072
741,37.050000,-0.010159,0.033013,0.059622,0.997623,-423.640228,1606.541016,2133.953369
742,37.100000,-0.021580,0.045102,0.065548,0.996596,-424.105957,1607.005371,2133.888428
743,37.150000,-0.036484,0.050275,0.063500,0.996047,-423.881500,1607.804688,2133.009033
744,37.200000,-0.052302,0.043097,0.053089,0.996288,-424.889832,1611.090698,2132.004883
745,37.250000,-0.064024,0.034790,0.045881,0.996286,-426.173553,1614.050537,2132.007568
746,37.300000,-0.069923,0.032537,0.045068,0.996003,-427.361053,1615.709473,2133.302490
747,37.350000,-0.057758,0.032392,0.055633,0.996253,-427.662445,1617.131348,2136.482910
748,37.400000,-0.052846,0.029891,0.056595,0.996550,-427.555695,1617.064941,2138.754639
749,37.450000,-0.037502,0.020100,0.050305,0.997827,-427.046570,1616.924438,2141.183838
750,37.500000,-0.030269,0.006028,0.036443,0.998859,-426.884491,1616.722534,2142.745117
751,37.550000,-0.032389,-0.000966,0.025063,0.999161,-426.688965,1617.852295,2143.301758
752,37.600000,-0.034183,0.002317,0.026042,0.999074,-426.677399,1619.192627,2143.683594
753,37.650000,-0.040864,0.010242,0.021911,0.998872,-427.071686,1619.833008,2142.955811
754,37.700000,-0.041703,0.016849,0.019921,0.998789,-427.220703,1621.225342,2141.186035
755,37.750000,-0.028595,0.017392,0.018869,0.999262,-427.362396,1621.653198,2141.318604
756,37.800000,-0.014820,0.017844,0.013511,0.999640,-426.767548,1620.633179,2142.267090
757,37.850000,-0.005495,0.020759,0.010193,0.999717,-426.027527,1620.216064,2142.121582
758,37.900000,0.000486,0.021062,0.010851,0.999719,-425.859924,1619.349121,2141.781250
759,37.950000,0.006648,0.018086,0.011677,0.999746,-426.182404,1618.262695,2142.637207
760,38.000000,0.000881,0.015094,0.005076,0.999873,-426.771973,1616.956055,2142.738281
761,38.050000,0.002627,0.013937,0.005053,0.999887,-426.936340,1616.956543,2142.585449
762,38.100000,0.002506,0.015261,0.005097,0.999867,-426.830994,1617.128906,2142.477051
763,38.150000,0.001533,0.015286,0.004030,0.999874,-426.704498,1617.471436,2142.742432
764,38.200000,0.002106,0.013450,0.003078,0.999903,-426.652344,1618.230103,2143.043213
765,38.250000,0.006248,0.009958,0.001948,0.999929,-426.542419,1619.677124,2143.188232
766,38.300000,0.010424,0.003019,-0.005541,0.999926,-426.947571,1620.310059,2143.563965
767,38.350000,0.014568,-0.005396,-0.012160,0.999805,-427.761719,1621.465698,2143.595215
768,38.400000,0.011887,-0.017272,-0.013159,0.999694,-428.586823,1621.760498,2143.272461
769,38.450000,0.012903,-0.036306,-0.003740,0.999250,-428.883392,1623.504272,2143.107178
770,38.500000,0.013061,-0.057183,0.007971,0.998246,-429.538452,1625.200195,2142.697266
771,38.550000,0.011562,-0.081026,0.020797,0.996428,-429.727539,1627.031006,2141.248047
772,38.600000,0.006775,-0.114280,0.037019,0.992736,-429.408966,1628.063477,2138.128174
773,38.650000,0.003741,-0.145000,0.046712,0.988321,-428.680481,1628.873657,2135.752686
774,38.700000,-0.007386,-0.161749,0.037601,0.986088,-427.571442,1629.013428,2133.952148
775,38.750000,-0.010964,-0.171494,0.031735,0.984613,-427.070007,1630.168579,2133.596436
776,38.800000,-0.010161,-0.185030,0.036205,0.982013,-426.714691,1631.759766,2133.006104
777,38.850000,-0.012626,-0.203791,0.038602,0.978172,-426.818756,1633.484985,2132.956543
778,38.900000,-0.001601,-0.225386,0.045449,0.973208,-426.142059,1634.752686,2134.569336
779,38.950000,0.012880,-0.248133,0.047764,0.967462,-424.792175,1636.390259,2137.562744
780,39.000000,0.020448,-0.269394,0.049344,0.961548,-423.835785,1637.190186,2140.496826
781,39.050000,0.025738,-0.287790,0.046514,0.956217,-423.148285,1637.910156,2143.204102
782,39.100000,0.024369,-0.298633,0.031996,0.953520,-422.746643,1637.930786,2145.572021
783,39.150000,0.023776,-0.306173,0.024768,0.951356,-422.429352,1638.689331,2147.121826
784,39.200000,0.022857,-0.315426,0.022332,0.948412,-422.569519,1639.976562,2148.206055
785,39.250000,0.022640,-0.328207,0.023725,0.944036,-423.103699,1642.081299,2149.623535
786,39.300000,0.025199,-0.339391,0.029215,0.939854,-423.925781,1644.838745,2151.954102
787,39.350000,0.019806,-0.356257,0.022730,0.933902,-423.490723,1646.826294,2154.338623
788,39.400000,0.016012,-0.377450,0.013205,0.925797,-423.548279,1647.548950,2155.176758
789,39.450000,0.010947,-0.394286,0.001466,0.918921,-423.429657,1646.966675,2155.068604
790,39.500000,0.008728,-0.403805,0.011945,0.914725,-423.997253,1647.098389,2153.644043
791,39.550000,0.003498,-0.413038,0.013005,0.910614,-424.261871,1646.461304,2151.735352
792,39.600000,0.004050,-0.427346,0.011834,0.904002,-423.575134,1645.961304,2151.823975
793,39.650000,-0.000854,-0.446223,-0.000839,0.894921,-423.629028,1645.774170,2153.222656
794,39.700000,-0.001805,-0.463227,-0.000973,0.886237,-423.729492,1646.372437,2154.251221
795,39.750000,-0.004109,-0.475526,-0.004738,0.879679,-423.201355,1647.008911,2155.138428
796,39.800000,-0.012298,-0.488363,-0.018949,0.872348,-420.432007,1646.965088,2156.159424
797,39.850000,-0.027905,-0.502847,-0.040237,0.862987,-417.802734,1645.614380,2156.864502
798,39.900000,-0.038807,-0.517935,-0.051284,0.852999,-416.360138,1644.940308,2157.707764
799,39.950000,-0.041689,-0.531368,-0.053866,0.844398,-416.230133,1645.053345,2158.308594
800,40.000000,-0.044572,-0.546551,-0.055147,0.834419,-417.107361,1644.862061,2158.431396
801,40.050000,-0.043066,-0.568591,-0.052344,0.819823,-418.077850,1645.834717,2158.802490
802,40.100000,-0.042327,-0.589415,-0.062688,0.804282,-418.948547,1645.515869,2159.504883
803,40.150000,-0.041656,-0.607817,-0.063833,0.790411,-419.876953,1646.782471,2160.713867
804,40.200000,-0.041412,-0.623900,-0.065731,0.777633,-420.805084,1647.532715,2161.377441
805,40.250000,-0.041639,-0.639556,-0.066112,0.764764,-421.881012,1648.940063,2161.263184
806,40.300000,-0.043672,-0.656899,-0.065221,0.749882,-423.190735,1649.479370,2160.259277
807,40.350000,-0.043543,-0.674916,-0.055940,0.734482,-424.173370,1650.227783,2159.333984
808,40.400000,-0.045259,-0.689394,-0.050740,0.721189,-424.975128,1650.972290,2158.584229
809,40.450000,-0.047230,-0.701069,-0.044940,0.710107,-425.642426,1652.127441,2158.226562
810,40.500000,-0.048770,-0.711285,-0.037636,0.700199,-426.142883,1652.873169,2157.608398
811,40.550000,-0.048563,-0.723243,-0.032929,0.688097,-426.374023,1653.529541,2157.402100
812,40.600000,-0.047852,-0.738688,-0.031532,0.671607,-426.719757,1654.050049,2157.536865
813,40.650000,-0.044998,-0.757162,-0.030251,0.650973,-428.382782,1655.799072,2158.710938
814,40.700000,-0.045967,-0.775119,-0.024854,0.629651,-430.489471,1657.977783,2159.584229
815,40.750000,-0.047607,-0.790857,-0.014660,0.609970,-432.798462,1659.608887,2160.006592
816,40.800000,-0.048762,-0.803675,-0.012850,0.592928,-434.219208,1660.976196,2160.134033
817,40.850000,-0.049861,-0.813977,-0.013756,0.578590,-435.649170,1661.470459,2160.445312
818,40.900000,-0.052963,-0.822106,-0.009700,0.566783,-436.296783,1661.390503,2160.423828
819,40.950000,-0.055843,-0.829174,-0.003247,0.556186,-435.664368,1661.496216,2160.438232
820,41.000000,-0.054694,-0.836205,-0.002479,0.545678,-435.262024,1661.339844,2160.488770
821,41.050000,-0.051377,-0.845965,-0.003306,0.530747,-434.559814,1661.078247,2160.779053
822,41.100000,-0.045991,-0.859381,-0.003363,0.509253,-434.418732,1660.116455,2159.925781
823,41.150000,-0.038349,-0.873578,-0.000952,0.485171,-435.564117,1659.780151,2158.520508
